Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group,Location Type
2021,West Virginia,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),19,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Medium,2020-2024,State
2021,Oklahoma,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),95,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Medium,2020-2024,State
2021,Florida,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,80,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Medium,2020-2024,State
2021,Virginia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.3,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,Low,2020-2024,State
2021,Wyoming,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),2,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024,State
2021,Virginia,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.8,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,Low,2020-2024,State
2021,Utah,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.1,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024,State
2021,Maryland,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,41,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Medium,2020-2024,State
2021,California,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.4,06,POINT (-121 37.63864),West,CA,Pacific,Yes,Low,2020-2024,State
2021,District of Columbia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),10,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Low,2020-2024,District
2021,Illinois,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,467,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,High,2020-2024,State
2021,Rhode Island,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,22,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024,State
2021,Maryland,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.6,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Low,2020-2024,State
2021,North Carolina,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,5.6,37,POINT (-79.15925 35.466221),South,NC,South Atlantic,Yes,Low,2020-2024,State
2021,Oklahoma,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",258,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,High,2020-2024,State
2021,Texas,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Number of Deaths,Number of Deaths,"1,556",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Oregon,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,45-64,45-64,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),372.2,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,High,2020-2024,State
