Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group,Location Type
2021,Wyoming,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,14,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024,State
2021,District of Columbia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,84,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024,District
2021,Tennessee,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,45-64,45-64,Number of Deaths,Number of Deaths,266,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,High,2020-2024,State
2021,Wyoming,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,3.7,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024,State
2021,Rhode Island,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,Number of Deaths,Number of Deaths,30,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024,State
2021,Nevada,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.6,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Low,2020-2024,State
2021,Ohio,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,262,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,High,2020-2024,State
2021,Texas,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,"12,900",48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Idaho,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",225,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,High,2020-2024,State
2021,Minnesota,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,65-74,65-74,"Deaths per 100,000","Deaths per 100,000",92,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Medium,2020-2024,State
2021,Connecticut,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),31,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Medium,2020-2024,State
2021,North Dakota,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,65-74,65-74,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),19.7,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Medium,2020-2024,State
2021,Nebraska,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),8,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Low,2020-2024,State
2021,Wisconsin,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),41,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Medium,2020-2024,State
2021,Rhode Island,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,186,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,High,2020-2024,State
2021,Oklahoma,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.2,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Low,2020-2024,State
2021,Kentucky,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,5.1,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Low,2020-2024,State
2021,Rhode Island,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.1,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024,State
2021,Missouri,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,65-74,65-74,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),379.2,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,High,2020-2024,State
2021,Arkansas,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,64,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Medium,2020-2024,State
2021,Arizona,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,5.7,04,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,Low,2020-2024,State
2021,Oklahoma,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,3.9,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Low,2020-2024,State
2021,New York,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,51,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Wisconsin,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,18+,Average/Total,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),"1,913.4",55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,High,2020-2024,State
2021,Pennsylvania,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,678,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,High,2020-2024,State
2021,Wisconsin,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,520,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,High,2020-2024,State
2021,Texas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.9,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Low,2020-2024,State
2021,Rhode Island,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,65-74,65-74,"Deaths per 100,000","Deaths per 100,000",95,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024,State
2021,Arkansas,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),55,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Medium,2020-2024,State
2021,Virginia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,440,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,High,2020-2024,State
2021,Louisiana,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.6,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,Low,2020-2024,State
2021,Iowa,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,1,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Low,2020-2024,State
2021,New Hampshire,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.1,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Low,2020-2024,State
2021,Massachusetts,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,190,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024,State
2021,Iowa,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,Number of Deaths,Number of Deaths,"1,025",19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,High,2020-2024,State
2021,Texas,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,15-44,15-44,Number of Deaths,Number of Deaths,154,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Ohio,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18-44,18-44,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),1.2,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Low,2020-2024,State
2021,Nevada,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.5,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Low,2020-2024,State
2021,Idaho,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,5.8,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Low,2020-2024,State
2021,California,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,"1,490",06,POINT (-121 37.63864),West,CA,Pacific,Yes,High,2020-2024,State
2021,Wisconsin,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,73,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Medium,2020-2024,State
2021,Louisiana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,990,22,POINT (-92.44568 31.312661),South,LA,West South Central,Yes,High,2020-2024,State
2021,Vermont,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Low,2020-2024,State
2021,Oregon,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,49,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,Medium,2020-2024,State
2021,Alabama,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,420,01,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,High,2020-2024,State
2021,Washington,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",261,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024,State
2021,Tennessee,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),42,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024,State
2021,Connecticut,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15-44,15-44,"Deaths per 100,000","Deaths per 100,000",0,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Low,2020-2024,State
2021,Alabama,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,45-64,45-64,Average YPLLs due to Diabetes,Average YPLLs ATD,4.7,01,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Low,2020-2024,State
2021,Massachusetts,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),258,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024,State
2021,Rhode Island,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,65-74,65-74,Number of Persons with Diabetes (in thousands),PWD (in thousands),12,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024,State
2021,North Carolina,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,45-64,45-64,Number of Deaths,Number of Deaths,424,37,POINT (-79.15925 35.466221),South,NC,South Atlantic,Yes,High,2020-2024,State
2021,Minnesota,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),83,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Medium,2020-2024,State
2021,Kansas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,45-64,45-64,Average YPLLs due to Diabetes,Average YPLLs ATD,4.8,20,POINT (-98.200781 38.34774),Midwest,KS,West North Central,Yes,Low,2020-2024,State
2021,Rhode Island,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.6,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024,State
2021,Colorado,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,75+,75+,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),38.2,08,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,Medium,2020-2024,State
2021,Kentucky,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,13,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Low,2020-2024,State
2021,Missouri,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),41,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024,State
2021,New Mexico,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.5,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Low,2020-2024,State
2021,Hawaii,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",173,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,High,2020-2024,State
2021,Georgia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,40,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Medium,2020-2024,State
2021,Missouri,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,45-64,45-64,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.7,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Low,2020-2024,State
2021,Colorado,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,380,08,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,High,2020-2024,State
2021,Arkansas,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,65-74,65-74,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),112.8,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Medium,2020-2024,State
2021,New Hampshire,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",144,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Medium,2020-2024,State
2021,North Dakota,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,72,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Medium,2020-2024,State
2021,Nebraska,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,838,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,High,2020-2024,State
2021,Iowa,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,88,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Medium,2020-2024,State
2021,Nevada,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),23,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024,State
2021,Mississippi,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),73,28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,Medium,2020-2024,State
2021,Oregon,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,208,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,High,2020-2024,State
2021,Nevada,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),27,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024,State
2021,Georgia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,29,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Medium,2020-2024,State
2021,South Dakota,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18-44,18-44,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.1,46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,Low,2020-2024,State
2021,New Mexico,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,240,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,High,2020-2024,State
2021,South Carolina,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,31,45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,Medium,2020-2024,State
2021,Nevada,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,340,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,High,2020-2024,State
2021,Arkansas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,4.2,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Low,2020-2024,State
2021,Oregon,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,15+,Total,Number of Deaths,Number of Deaths,"1,433",41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,High,2020-2024,State
2021,Montana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,40,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Medium,2020-2024,State
2021,Mississippi,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,232,28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,High,2020-2024,State
2021,Connecticut,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,120,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Medium,2020-2024,State
2021,Washington,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,45-64,45-64,Number of Deaths,Number of Deaths,494,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024,State
2021,Vermont,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18+,Average/Total,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),105.7,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Medium,2020-2024,State
2021,Tennessee,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,67,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024,State
2021,Mississippi,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,"1,790",28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,High,2020-2024,State
2021,New Hampshire,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,65-74,65-74,Number of Persons with Diabetes (in thousands),PWD (in thousands),28,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Medium,2020-2024,State
2021,Massachusetts,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.7,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Low,2020-2024,State
2021,Oregon,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.6,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,Low,2020-2024,State
2021,Texas,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.3,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Low,2020-2024,State
2021,Rhode Island,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.4,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024,State
2021,Missouri,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,77,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024,State
